"HDR","FEC","8.5","VORTEXFILER A RED CURVE SOLUTION","3","",""
"F24N","C00892471","48","","MAGA INC.","C/O BULLDOG COMPLIANCE","100 CUMMINGS CENTER STE 306-P","BEVERLY","MA","01915","GANTT","CHARLES","","","","20260905"
"SE","C00892471","SE.1178272.2","","","ORG","DEL RAY MEDIA LLC","","","","","","PO BOX 1309","","ALEXANDRIA","VA","22313","G2026","","20260905","5000000.00","20260904","5000000.00","PLACED MEDIA: CONNECTED TV & DIGITAL ADVERTISING","","","O","S6TX00479","TALARICO","JAMES","","","","S","00","TX","GANTT","CHARLES","","","","20260905","",""
"SE","C00892471","SE.1178272.1","","","ORG","DEL RAY MEDIA LLC","","","","","","PO BOX 1309","","ALEXANDRIA","VA","22313","G2026","","20260905","5000000.00","20260904","10000000.00","PLACED MEDIA: CONNECTED TV & DIGITAL ADVERTISING","","","S","S6TX00388","PAXTON","WARREN KENNETH JR.","","","","S","00","TX","GANTT","CHARLES","","","","20260905","",""
